model_id,manufacturer_name,manufacturer_code,canonical_model_name,variants
1196,长安凯程,115,长安凯程,长安凯程
1197,长安凯程,115,长安睿行ES30,长安睿行ES30
1198,御捷新能源,116,朋克多多,朋克多多
1199,御捷新能源,116,朋克美美,朋克美美
1200,创维汽车,117,创维EV6,创维EV6
1201,创维汽车,117,创维HT-i,创维HT-i
1202,大运汽车,118,大运悦虎,大运悦虎
1203,大运汽车,118,远志M1,远志M1
1204,岚图汽车,119,岚图FREE,岚图FREE
1205,岚图汽车,119,岚图梦想家 EV,岚图梦想家 EV
1206,岚图汽车,119,岚图梦想家PHEV,岚图梦想家PHEV
1207,岚图汽车,119,岚图知音,岚图知音
1208,岚图汽车,119,岚图追光 EV,岚图追光 EV
1209,岚图汽车,119,岚图追光 PHEV,岚图追光 PHEV
1210,金康新能源,120,金康风光E3,金康风光E3
1211,雷诺 江铃集团,121,小麒麟,小麒麟
1212,雷诺 江铃集团,121,雷诺江铃羿,雷诺江铃羿
1213,小虎汽车,122,小虎FEV,小虎FEV
1214,领克汽车,123,领克01,领克01
1215,领克汽车,123,领克01 EM-P,领克01 EM-P
1216,领克汽车,123,领克02,领克02
1217,领克汽车,123,领克02新能源,领克02新能源
1218,领克汽车,123,领克03,领克03
1219,领克汽车,123,领克03新能源,领克03新能源
1220,领克汽车,123,领克05,领克05
1221,领克汽车,123,领克05 EM-P,领克05 EM-P
1222,领克汽车,123,领克06,领克06
1223,领克汽车,123,领克06 EM-P,领克06 EM-P
1224,领克汽车,123,领克07 EM-P,领克07 EM-P
1225,领克汽车,123,领克08 EM-P,领克08 EM-P
1226,领克汽车,123,领克09,领克09
1227,领克汽车,123,领克09 EM-P,领克09 EM-P
1228,领克汽车,123,领克Z10,领克Z10
1229,领克汽车,123,领克Z20,领克Z20
1230,极氪汽车,124,极氪001,极氪001
1231,极氪汽车,124,极氪007,极氪007
1232,极氪汽车,124,极氪009,极氪009
1233,极氪汽车,124,极氪7X,极氪7X
1234,极氪汽车,124,极氪MIX,极氪MIX
1235,极氪汽车,124,极氪X,极氪X
1236,奇瑞新能源,125,iCAR 03,iCAR 03
1237,奇瑞新能源,125,iCAR V23,iCAR V23
1238,奇瑞新能源,125,奇瑞QQ冰淇淋,奇瑞QQ冰淇淋
1239,奇瑞新能源,125,奇瑞大蚂蚁,奇瑞大蚂蚁
1240,奇瑞新能源,125,奇瑞小蚂蚁,奇瑞小蚂蚁
1241,奇瑞新能源,125,奇瑞无界Pro,奇瑞无界Pro
1242,奇瑞新能源,125,奇瑞瑞虎3xe,奇瑞瑞虎3xe
1243,奇瑞新能源,125,奇瑞瑞虎e,奇瑞瑞虎e
1244,奇瑞新能源,125,奇瑞艾瑞泽5e,奇瑞艾瑞泽5e
1245,奇瑞新能源,125,奇瑞艾瑞泽e,奇瑞艾瑞泽e
1246,几何汽车,126,几何A,几何A
1247,几何汽车,126,几何C,几何C
1248,几何汽车,126,几何E,几何E
1249,几何汽车,126,几何EX3 功夫牛,几何EX3 功夫牛
1250,几何汽车,126,几何G6,几何G6
1251,几何汽车,126,几何M6,几何M6
1252,华晨新日,127,华晨新日i03,华晨新日i03
1253,华晨新日,127,华晨新日i03A,华晨新日i03A
1254,电动屋,128,电动屋YOUNG光小新,电动屋YOUNG光小新
1255,上汽奥迪,129,奥迪A7L,奥迪A7L
1256,上汽奥迪,129,奥迪Q5 e-tron,奥迪Q5 e-tron
1257,上汽奥迪,129,奥迪Q6,奥迪Q6
1258,吉利银河,130,吉利银河,吉利银河
1259,吉利银河,130,吉利银河E5,吉利银河E5
1260,吉利银河,130,吉利银河E8,吉利银河E8
1261,吉利银河,130,吉利银河L6,吉利银河L6
1262,吉利银河,130,吉利银河L7,吉利银河L7
1263,吉利银河,130,吉利银河星舰7 EM-i,吉利银河星舰7 EM-i
1264,吉利银河,130,银河E5,银河E5
1265,吉利银河,130,银河E8,银河E8
1266,吉利银河,130,银河L6,银河L6
1267,吉利银河,130,银河L7,银河L7
1268,吉利银河,130,银河星舰7 EM-i,银河星舰7 EM-i
1269,神龙汽车,131,东风富康ES500,东风富康ES500
1270,神龙汽车,131,东风富康e爱丽舍,东风富康e爱丽舍
1271,神龙汽车,131,富康ES600,富康ES600
1272,天际汽车,132,天际ME5,天际ME5
1273,国金汽车,133,国金骏行,国金骏行
1274,智己汽车,134,智己L6,智己L6
1275,智己汽车,134,智己L7,智己L7
1276,智己汽车,134,智己LS6,智己LS6
1277,智己汽车,134,智己LS7,智己LS7
1278,飞凡汽车,135,飞凡ER6,飞凡ER6
1279,飞凡汽车,135,飞凡F7,飞凡F7
1280,飞凡汽车,135,飞凡MARVEL R,飞凡MARVEL R
1281,飞凡汽车,135,飞凡R7,飞凡R7
1282,阿维塔科技,136,阿维塔 07,阿维塔 07
1283,阿维塔科技,136,阿维塔 11,阿维塔 11
1284,阿维塔科技,136,阿维塔 12,阿维塔 12
1285,福特新能源,137,福特电马,福特电马
1286,smart,138,smart精灵#1,smart精灵#1
1287,smart,138,smart精灵#3,smart精灵#3
1288,smart,138,smart精灵#5,smart精灵#5
1289,进口DS,139,DS 3 EV,DS 3 EV
1290,赛力斯蓝电汽车,140,蓝电E5,蓝电E5
1291,曹操汽车,141,曹操60,曹操60
1292,长安启源,142,长安启源A05,长安启源A05
1293,长安启源,142,长安启源A06,长安启源A06
1294,长安启源,142,长安启源A07,长安启源A07
1295,长安启源,142,长安启源E07,长安启源E07
1296,长安启源,142,长安启源Q05,长安启源Q05
1297,华人运通,143,高合HiPhi X,高合HiPhi X
1298,华人运通,143,高合HiPhi Y,高合HiPhi Y
1299,华人运通,143,高合HiPhi Z,高合HiPhi Z
1300,极石汽车,144,极石01,极石01
1301,方程豹,145,豹5,豹5
1302,方程豹,145,豹8,豹8
1303,仰望,146,仰望U8,仰望U8
1304,仰望,146,仰望U9,仰望U9
1305,智界汽车,147,智界R7,智界R7
1306,智界汽车,147,智界S7,智界S7
1307,深蓝汽车,148,深蓝G318,深蓝G318
1308,深蓝汽车,148,深蓝L07,深蓝L07
1309,深蓝汽车,148,深蓝S05,深蓝S05
1310,深蓝汽车,148,深蓝S07,深蓝S07
1311,深蓝汽车,148,深蓝SL03,深蓝SL03
1312,极越,149,极越01,极越01
1313,极越,149,极越07,极越07
1314,星途,150,星途凌云,星途凌云
1315,星途,150,星途揽月,星途揽月
1316,星途,150,星途星纪元ES,星途星纪元ES
1317,星途,150,星途星纪元ET,星途星纪元ET
1318,星途,150,星途瑶光,星途瑶光
1319,星途,150,星途瑶光 C-DM,星途瑶光 C-DM
1320,星途,150,星途追风,星途追风
1321,星途,150,星途追风 C-DM,星途追风 C-DM
1322,Polestar,151,Polestar 2,Polestar 2
1323,Polestar,151,Polestar 3,Polestar 3
1324,Polestar,151,Polestar 4,Polestar 4
1325,小米汽车,152,小米SU7,小米SU7
1326,远航汽车,153,远航H8,远航H8
1327,远航汽车,153,远航Y6,远航Y6
1328,LEVC,154,翼真L380,翼真L380
1329,二一二越野车,155,212 T01,212 T01
